provider_id,provider_name,specialty,license_number,years_of_experience,zip_code,state,practice_size,is_hospital_affiliated,electronic_system_type,insurance_networks,office_hours,languages_spoken,certification_dates,rating,patient_demographics
PROV00061,Healthcare Provider 61,Pediatrics,LIC126069,34,22910,CA,Large,1,System A,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,English","{""medical_license"": ""2018-05-15"", ""board_certification"": ""2020-03-22""}",4.4,"{""pediatric"": 55, ""adult"": 98, ""elderly"": 86}"
PROV00062,Healthcare Provider 62,Neurology,LIC216421,6,81158,FL,Medium,0,System B,"Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2023-02-25"", ""board_certification"": ""2016-09-21""}",3.9,"{""pediatric"": 22, ""adult"": 8, ""elderly"": 44}"
PROV00063,Healthcare Provider 63,Neurology,LIC962755,24,48110,PA,Medium,1,Legacy,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2018-04-13"", ""board_certification"": ""2021-03-23""}",3.9,"{""pediatric"": 49, ""adult"": 73, ""elderly"": 95}"
PROV00064,Healthcare Provider 64,Family Practice,LIC859224,2,10846,TX,Medium,0,System A,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Spanish","{""medical_license"": ""2023-07-05"", ""board_certification"": ""2017-10-29""}",3.6,"{""pediatric"": 56, ""adult"": 23, ""elderly"": 60}"
PROV00065,Healthcare Provider 65,Internal Medicine,LIC204537,14,52533,IL,Medium,0,System C,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2018-07-01"", ""board_certification"": ""2019-03-27""}",4.3,"{""pediatric"": 41, ""adult"": 71, ""elderly"": 80}"
PROV00066,Healthcare Provider 66,Pediatrics,LIC401953,13,15287,NY,Small,0,System A,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2020-10-02"", ""board_certification"": ""2019-06-04""}",3.4,"{""pediatric"": 91, ""adult"": 26, ""elderly"": 47}"
PROV00067,Healthcare Provider 67,Family Practice,LIC636507,14,77444,TX,Small,1,Legacy,"Network4,Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2021-06-05"", ""board_certification"": ""2020-05-21""}",4.8,"{""pediatric"": 86, ""adult"": 32, ""elderly"": 79}"
PROV00068,Healthcare Provider 68,Family Practice,LIC451005,21,25524,IL,Large,0,System B,"Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2018-09-18"", ""board_certification"": ""2020-03-16""}",4.9,"{""pediatric"": 7, ""adult"": 87, ""elderly"": 93}"
PROV00069,Healthcare Provider 69,Family Practice,LIC139711,33,97062,CA,Small,0,System A,"Network1,Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2018-06-03"", ""board_certification"": ""2023-04-11""}",3.7,"{""pediatric"": 15, ""adult"": 36, ""elderly"": 71}"
PROV00070,Healthcare Provider 70,Family Practice,LIC323810,7,93122,NY,Large,0,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2020-09-30"", ""board_certification"": ""2015-06-01""}",3.8,"{""pediatric"": 33, ""adult"": 9, ""elderly"": 18}"
PROV00071,Healthcare Provider 71,Neurology,LIC132154,33,77779,PA,Medium,1,System A,"Network3,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,French","{""medical_license"": ""2017-08-02"", ""board_certification"": ""2018-08-12""}",3.3,"{""pediatric"": 95, ""adult"": 98, ""elderly"": 85}"
PROV00072,Healthcare Provider 72,Pediatrics,LIC402775,15,30103,IL,Small,0,Legacy,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2018-01-08"", ""board_certification"": ""2019-03-17""}",4.4,"{""pediatric"": 45, ""adult"": 0, ""elderly"": 29}"
PROV00073,Healthcare Provider 73,Orthopedics,LIC488349,10,86325,PA,Large,0,System B,"Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2015-06-29"", ""board_certification"": ""2019-04-30""}",3.0,"{""pediatric"": 75, ""adult"": 79, ""elderly"": 24}"
PROV00074,Healthcare Provider 74,Pediatrics,LIC913738,12,49915,FL,Small,1,System A,"Network3,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2023-09-05"", ""board_certification"": ""2015-04-30""}",4.0,"{""pediatric"": 16, ""adult"": 71, ""elderly"": 29}"
PROV00075,Healthcare Provider 75,Family Practice,LIC275399,22,57882,CA,Medium,0,System A,"Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2022-04-07"", ""board_certification"": ""2017-03-12""}",4.8,"{""pediatric"": 6, ""adult"": 34, ""elderly"": 49}"
PROV00076,Healthcare Provider 76,Neurology,LIC767054,9,85060,CA,Medium,1,System A,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2018-01-02"", ""board_certification"": ""2022-10-05""}",4.6,"{""pediatric"": 38, ""adult"": 60, ""elderly"": 8}"
PROV00077,Healthcare Provider 77,Cardiology,LIC632954,34,46368,TX,Large,1,System C,"Network4,Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2020-07-28"", ""board_certification"": ""2017-09-22""}",4.3,"{""pediatric"": 78, ""adult"": 27, ""elderly"": 100}"
PROV00078,Healthcare Provider 78,Neurology,LIC194270,22,29097,FL,Medium,0,System A,"Network2,Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2020-11-03"", ""board_certification"": ""2019-02-04""}",3.7,"{""pediatric"": 32, ""adult"": 50, ""elderly"": 97}"
PROV00079,Healthcare Provider 79,Internal Medicine,LIC251878,1,11759,IL,Medium,0,System C,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2022-08-23"", ""board_certification"": ""2019-09-16""}",3.7,"{""pediatric"": 94, ""adult"": 39, ""elderly"": 38}"
PROV00080,Healthcare Provider 80,Family Practice,LIC697135,19,28449,CA,Medium,0,System C,"Network1,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2021-03-23"", ""board_certification"": ""2021-07-17""}",3.4,"{""pediatric"": 58, ""adult"": 40, ""elderly"": 75}"
PROV00081,Healthcare Provider 81,Pediatrics,LIC286240,8,22342,TX,Medium,1,System C,"Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2015-05-21"", ""board_certification"": ""2021-07-15""}",4.0,"{""pediatric"": 89, ""adult"": 79, ""elderly"": 65}"
PROV00082,Healthcare Provider 82,Internal Medicine,LIC307606,3,40678,TX,Large,0,Legacy,"Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2015-06-15"", ""board_certification"": ""2020-04-16""}",3.5,"{""pediatric"": 4, ""adult"": 65, ""elderly"": 1}"
PROV00083,Healthcare Provider 83,Cardiology,LIC697794,32,97127,PA,Medium,0,Legacy,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2022-11-30"", ""board_certification"": ""2021-09-11""}",4.5,"{""pediatric"": 99, ""adult"": 63, ""elderly"": 2}"
PROV00084,Healthcare Provider 84,Internal Medicine,LIC626486,21,63394,IL,Large,1,System A,"Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2015-05-30"", ""board_certification"": ""2019-12-16""}",4.4,"{""pediatric"": 34, ""adult"": 96, ""elderly"": 39}"
PROV00085,Healthcare Provider 85,Orthopedics,LIC989302,12,24596,IL,Medium,1,System B,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2020-01-07"", ""board_certification"": ""2020-03-31""}",3.2,"{""pediatric"": 81, ""adult"": 88, ""elderly"": 38}"
PROV00086,Healthcare Provider 86,Internal Medicine,LIC356713,30,29063,TX,Medium,0,Legacy,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2020-03-30"", ""board_certification"": ""2014-11-09""}",3.4,"{""pediatric"": 62, ""adult"": 95, ""elderly"": 97}"
PROV00087,Healthcare Provider 87,Family Practice,LIC248757,4,65961,NY,Small,0,System B,"Network4,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2020-01-15"", ""board_certification"": ""2023-09-15""}",4.1,"{""pediatric"": 67, ""adult"": 52, ""elderly"": 34}"
PROV00088,Healthcare Provider 88,Family Practice,LIC257729,17,32180,CA,Medium,1,Legacy,"Network4,Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2022-01-18"", ""board_certification"": ""2021-10-25""}",4.7,"{""pediatric"": 52, ""adult"": 81, ""elderly"": 33}"
PROV00089,Healthcare Provider 89,Cardiology,LIC851883,7,69052,CA,Medium,0,Legacy,"Network1,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2015-12-20"", ""board_certification"": ""2021-12-02""}",3.0,"{""pediatric"": 16, ""adult"": 61, ""elderly"": 98}"
PROV00090,Healthcare Provider 90,Pediatrics,LIC677564,21,63002,TX,Small,0,System C,"Network3,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2018-01-08"", ""board_certification"": ""2020-03-22""}",3.7,"{""pediatric"": 79, ""adult"": 65, ""elderly"": 41}"
PROV00091,Healthcare Provider 91,Cardiology,LIC861379,20,77298,FL,Large,0,System B,"Network4,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2018-01-04"", ""board_certification"": ""2016-04-04""}",4.0,"{""pediatric"": 66, ""adult"": 34, ""elderly"": 2}"
PROV00092,Healthcare Provider 92,Internal Medicine,LIC941344,25,10060,TX,Medium,0,System C,"Network4,Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Spanish","{""medical_license"": ""2023-07-16"", ""board_certification"": ""2015-11-03""}",4.1,"{""pediatric"": 4, ""adult"": 11, ""elderly"": 73}"
PROV00093,Healthcare Provider 93,Pediatrics,LIC675762,17,59481,CA,Large,0,System C,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2019-09-08"", ""board_certification"": ""2017-03-09""}",5.0,"{""pediatric"": 96, ""adult"": 35, ""elderly"": 84}"
PROV00094,Healthcare Provider 94,Family Practice,LIC564071,25,65761,CA,Large,0,System B,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2018-11-03"", ""board_certification"": ""2015-07-11""}",4.9,"{""pediatric"": 41, ""adult"": 24, ""elderly"": 11}"
PROV00095,Healthcare Provider 95,Family Practice,LIC980889,7,54813,IL,Large,0,System C,"Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2021-04-04"", ""board_certification"": ""2015-06-27""}",4.6,"{""pediatric"": 1, ""adult"": 52, ""elderly"": 25}"
PROV00096,Healthcare Provider 96,Cardiology,LIC349321,17,99613,TX,Small,1,System C,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2016-11-06"", ""board_certification"": ""2020-01-22""}",4.5,"{""pediatric"": 82, ""adult"": 5, ""elderly"": 88}"
PROV00097,Healthcare Provider 97,Family Practice,LIC739896,13,37345,CA,Small,1,Legacy,"Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2021-09-27"", ""board_certification"": ""2018-11-16""}",4.7,"{""pediatric"": 38, ""adult"": 35, ""elderly"": 42}"
PROV00098,Healthcare Provider 98,Neurology,LIC850865,32,23919,TX,Large,0,System B,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2018-12-19"", ""board_certification"": ""2020-05-11""}",4.3,"{""pediatric"": 57, ""adult"": 93, ""elderly"": 29}"
PROV00099,Healthcare Provider 99,Internal Medicine,LIC989097,30,60072,FL,Small,0,System B,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2023-06-02"", ""board_certification"": ""2018-05-23""}",3.9,"{""pediatric"": 68, ""adult"": 92, ""elderly"": 87}"
PROV00100,Healthcare Provider 100,Neurology,LIC533816,1,45400,CA,Small,1,Legacy,"Network4,Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2019-10-23"", ""board_certification"": ""2020-03-09""}",3.2,"{""pediatric"": 17, ""adult"": 97, ""elderly"": 30}"
PROV00101,Healthcare Provider 101,Orthopedics,LIC785117,13,90097,CA,Large,1,Legacy,"Network2,Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,French","{""medical_license"": ""2020-01-05"", ""board_certification"": ""2015-02-11""}",4.4,"{""pediatric"": 13, ""adult"": 49, ""elderly"": 14}"
PROV00102,Healthcare Provider 102,Cardiology,LIC346584,26,92856,CA,Medium,0,Legacy,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2015-02-19"", ""board_certification"": ""2020-12-16""}",4.2,"{""pediatric"": 46, ""adult"": 23, ""elderly"": 76}"
PROV00103,Healthcare Provider 103,Cardiology,LIC654736,18,36685,CA,Large,1,System C,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2020-04-13"", ""board_certification"": ""2019-04-29""}",3.4,"{""pediatric"": 89, ""adult"": 8, ""elderly"": 65}"
PROV00104,Healthcare Provider 104,Orthopedics,LIC143642,28,75160,TX,Small,1,Legacy,"Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2021-02-14"", ""board_certification"": ""2015-01-25""}",3.1,"{""pediatric"": 22, ""adult"": 59, ""elderly"": 23}"
PROV00105,Healthcare Provider 105,Family Practice,LIC777114,5,80831,NY,Medium,1,System A,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2022-12-12"", ""board_certification"": ""2017-04-03""}",4.4,"{""pediatric"": 68, ""adult"": 59, ""elderly"": 71}"
PROV00106,Healthcare Provider 106,Orthopedics,LIC228322,34,81719,TX,Small,0,System A,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2015-12-23"", ""board_certification"": ""2019-02-24""}",3.8,"{""pediatric"": 21, ""adult"": 14, ""elderly"": 63}"
PROV00107,Healthcare Provider 107,Neurology,LIC526346,25,36292,NY,Large,0,System B,"Network2,Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,French","{""medical_license"": ""2016-09-29"", ""board_certification"": ""2022-08-26""}",4.5,"{""pediatric"": 25, ""adult"": 47, ""elderly"": 40}"
PROV00108,Healthcare Provider 108,Cardiology,LIC627007,30,52534,NY,Medium,1,System A,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2020-09-14"", ""board_certification"": ""2020-05-17""}",4.5,"{""pediatric"": 18, ""adult"": 63, ""elderly"": 83}"
PROV00109,Healthcare Provider 109,Internal Medicine,LIC620551,31,82545,FL,Small,0,Legacy,"Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2019-11-20"", ""board_certification"": ""2022-04-02""}",4.0,"{""pediatric"": 78, ""adult"": 57, ""elderly"": 98}"
PROV00110,Healthcare Provider 110,Family Practice,LIC257732,29,92197,FL,Medium,1,System C,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2022-07-09"", ""board_certification"": ""2015-01-29""}",4.6,"{""pediatric"": 71, ""adult"": 43, ""elderly"": 76}"
